start,uniqueID,text
600,ep167,WE CAME STROLLING THROUGH THE HOUSE AND THOUGHT IT WAS GORGEOUS AS IT WAS.
601,ep167,AND THOUGHT IT WAS GORGEOUS AS IT WAS.
602,ep167,WHAT'S BEHIND THIS DOOR?
603,ep167,WHAT'S BEHIND THIS DOOR?
604,ep167,I THOUGHT IT WAS A CLOSET OR SOMETHING THE WAY THAT IT'S ALL FROSTED GLASS.
605,ep167,THE WAY THAT IT'S ALL FROSTED GLASS.
606,ep167,"... A PANTRY, BACK PORCH."
607,ep167,"... A PANTRY, BACK PORCH."
608,ep167,"DIDN'T KNOW WHAT IT WAS, AND WE OPENED IT UP TO THIS STUNNING ROOM WITH THE HIGH CEILINGS AND ANOTHER FIREPLACE AND A BEAUTIFUL BATH."
609,ep167,AND A BEAUTIFUL BATH.
610,ep167,DOUBLE SINK AND JACUZZI BATH DOUBLE SINK AND JACUZZI BATH AND A WALK-IN...
611,ep167,AND A WALK-IN...
612,ep167,WALK-IN CLOSET.
613,ep167,WALK-IN CLOSET.
614,ep167,"WE WERE STUNNED, 'CAUSE WE LOVED THE HOUSE EVEN BEFORE WE GOT BACK THERE."
615,ep167,(Suzanne) THERE'S PLENTY OF SPACE NOW FOR EVERYONE TO SPREAD OUT.
616,ep167,THEY EVEN HAVE THE GUEST ROOM THEY WANTED.
617,ep167,AND KEN AND JAYE LOVE BEING ABLE TO PUT THEIR OWN STAMP ON THE HOUSE.
618,ep167,THERE'S A LOT OF THINGS WE DID TO REALLY MAKE THIS SPACE OUR OWN.
619,ep167,"ONE OF THE BIG THINGS WE DID WAS, FROM MY STANDPOINT, WAS DEVELOPING THE OFFICE."
620,ep167,"I WORK AT HOME A LOT, AND I SPEND A LOT OF TIME HERE IN THE OFFICE, SO WE'RE REALLY CUSTOMIZING THE OFFICE AND HAVING CUSTOM WORK SPACES AND CABINETS AND THINGS MADE..."
621,ep167,REALLY MADE THIS OUR OWN.
622,ep167,"(Suzanne) AND SAFELY NESTLED INTO A CORNER IS EVERYTHING THEIR PET RABBIT, STEW, MIGHT NEED TO FEEL AT HOME IN THE NEW HOUSE."
623,ep167,BUT STEW'S NOT THE ONLY ONE WHO'S ENJOYING HAVING HER FAVORITE THINGS AROUND HER.
624,ep167,JAYE IS REDISCOVERING A FEW OF HER OWN.
625,ep167,JAYE HAS NOT UNPACKED A LOT OF HER BOOKS FOR YEARS AND YEARS.
626,ep167,"WHEN WE WERE FIRST MARRIED AND LIVED IN THE OTHER HOME, THAT STUFF WAS STILL PACKED AWAY."
627,ep167,"YOU KNOW, HERE..."
628,ep167,"I REMEMBER WHEN WE WERE SITTING ON THE FLOOR HERE A COUPLE OF DAYS AGO AND UNPACKING ALL THE BOOKS AND EVERYTHING ELSE AND PUTTING THEM UP, JAYE WAS JUST, WOW, MY FRIENDS."
629,ep167,LOOK AT MY FRIENDS.
630,ep167,"YOU KNOW, HERE'S JANE AUSTEN..."
631,ep167,HERE'S MARK TWAIN.
632,ep167,"YOU KNOW, HERE'S THOMAS HARDY..."
633,ep167,MY FRIENDS.
634,ep167,THESE ARE THE THINGS THAT REALLY HELP US MAKE THIS OUR OWN SPACE.
635,ep167,"JAYE, KEN AND EVEN STEW CAN NOW ENJOY THEIR NEW HOME WITH PLENTY OF ROOM TO HAVE ALL OF THEIR FAVORITE THINGS AROUND THEM."
636,ep167,I'M SUZANNE WHANG...
637,ep167,THANKS FOR WATCHING.
638,ep167,"Captioning provided by Scripps Networks, Inc."
639,ep167,"Captioned by Closed Captioning Services Inc, Grand Rapids, MI."
640,ep167,♪♪ ♪♪
1,ep168,HOUSE HUNTERS.
2,ep168,I'M SUZANNE WHANG.
3,ep168,GREG AND KAREN COWELL AND THEIR TWO CHILDREN HAVE LIVED IN THEIR CURRENT HOME FOR EIGHT YEARS.
4,ep168,"THEY LOVE THE NEIGHBORHOOD, BUT THEIR HOME IS NO LONGER BIG ENOUGH."
5,ep168,"WITH TWO GROWING KIDS, THIS FAMILY OF SPORTS ENTHUSIASTS NEEDS TO FIND A HOME THAT HAS ENOUGH SPACE FOR THEM AND ALL THEIR GEAR."
6,ep168,CAN THE COWELLS HIT A HOME RUN?
7,ep168,(Karen) WAY TO GO!
8,ep168,FIND OUT NEXT ON HOUSE HUNTERS.
9,ep168,♪♪ KAREN AND GREG COWELL KNOW THEY HAVE TO FIND A BIGGER HOME FOR THEIR FAMILY.
10,ep168,"THEIR TWO GROWING CHILDREN, KATIE AND RYAN, NEED MORE SPACE."
11,ep168,(Katie) AW!
12,ep168,(Katie) AW!
13,ep168,SNAGGED IT AGAIN...
14,ep168,SNAGGED IT AGAIN...
15,ep168,"THEY LIKE THEIR CURRENT HOUSE, BUT WITH ONLY THREE BEDROOMS, IT'S JUST NOT BIG ENOUGH."
16,ep168,SO THEY THINK IT MIGHT BE TIME TO MAKE A MOVE.
17,ep168,CURRENTLY WE LIVE IN A HOUSE...
18,ep168,WE'VE BEEN THERE FOR EIGHT YEARS NOW.
19,ep168,AND WE MOVED IN THINKING THAT THIS WAS THE LAST HOUSE.
20,ep168,"AND, OF COURSE, WE HAVE OUTGROWN IT."
21,ep168,WITH TWO CHILDREN...
22,ep168,NOT ENOUGH CLOSET SPACE...
23,ep168,NOT ENOUGH GARAGE SPACE...
24,ep168,NOT ENOUGH KITCHEN SPACE...
25,ep168,THE KIDS ARE MAKING A TRANSITION RIGHT NOW.
26,ep168,"KATIE'LL BE STARTING KINDERGARTEN, AND THEN RYAN'S GOING TO MIDDLE SCHOOL."
27,ep168,"AND SO HE'S STEPPING UP, AND THEY'RE BOTH GONNA BE CHANGING SCHOOLS."
28,ep168,"WE FIGURE IT'S A GOOD TIME TO MAKE A COMPLETE MOVE, HOUSING WISE AND FOR THE SCHOOLS."
29,ep168,(Suzanne) BUT KAREN AND GREG ARE ALSO SENSITIVE TO THEIR CHILDREN'S CONCERNS ABOUT THE MOVE.
30,ep168,(Greg) RYAN WAS A LITTLE DISTURBED.
31,ep168,"HE'S GROWN UP WITH THE KIDS IN THE AREA, SO HE WAS REAL CONCERNED ABOUT HIS TIGHT-KNIT GROUP OF FRIENDS THAT HE WAS GONNA LEAVE, AND HE WOULD NOT BE ABLE TO MAKE ANY NEW FRIENDS."
32,ep168,(Suzanne) THE COWELLS LIKE THEIR COMMUNITY AND WANT TO STAY NEARBY.
33,ep168,"WELL, WE LIVE A PRETTY FULL DAY AT WORK, AND WE FEEL THAT WHEN WE GET HOME WE SHOULD ENJOY IT."
34,ep168,AND WE PLACED OURSELVES IN AN AREA WHERE WE CAN DO THAT.
35,ep168,"THERE'S MOUNTAINS, IT'S CLOSE TO THE BEACH, IT'S CLOSE TO THE LAKE, AND WE ENJOY ALL THAT."
36,ep168,(Suzanne) THE FAMILY ALSO ENJOYS THEIR BIG BACKYARD AND MAXIMIZES THEIR USE OF OUTDOOR SPACE.
37,ep168,"INDOORS, THOUGH, IT'S ANOTHER STORY."
38,ep168,THE COMMON AREAS OF THEIR CURRENT HOME ARE BECOMING CRAMPED.
39,ep168,(Karen) ONE OF THE BIG THINGS FOR ME WAS THE KITCHEN.
40,ep168,WE DO A LOT OF ENTERTAINING.
41,ep168,WE DO ALL THE ENTERTAINING FOR FAMILY.
42,ep168,"WE HAVE FRIENDS WE HAVE OVER, AND THE KITCHEN IS VERY SMALL."
43,ep168,"AND WHEN THE KIDS WERE LITTLE, IT WAS NO BIG DEAL."
44,ep168,"NOW THAT THEY'RE BIGGER, AND THEY WANT TO BE IN THE KITCHEN AND HELPING, MORE THAN ONE PERSON IN THE KITCHEN IS TOO MANY."
45,ep168,(Suzanne) THEY'RE ALSO LOOKING FOR A HOME THAT HAS A BETTER FLOW FROM THE KITCHEN TO THE FAMILY ROOM.
46,ep168,(Greg) WE WANT IT TO BE MORE OF AN OPEN AREA THAN IT IS CURRENTLY.
47,ep168,"YOU KNOW, BECOME MORE OF THE FOCUS AS YOU WALK INTO THE ROOM, INSTEAD OF JUST BEING A CUBICLE OFF TO THE SIDE, AS WE HAVE NOW."
48,ep168,THE ROOMS ARE REAL BOXY AND SQUARED-OFF.
49,ep168,"(Suzanne) FOR HIS PART, GREG LIKES THE MASTER BEDROOM, BUT ISN'T WILD ABOUT THE MASTER BATH."
50,ep168,"(Greg) FOR ME UH, THE BATHROOM..."
51,ep168,I THINK THE TWO MOST-USED PLACES IN THE HOUSE ARE THE BATHROOM AND THE KITCHEN.
52,ep168,"AND I'D LIKE TO HAVE A BIGGER BATHROOM, SO WE CAN MOVE AROUND AND HAVE MORE FREE SPACE."
53,ep168,(Suzanne) MORE FREE SPACE IS THE COWELLS' BATTLE CRY AS THEY BEGIN LOOKING FOR A NEW HOME.
54,ep168,"THIS ACTIVE OUTDOORSY FAMILY ALSO HAS LOTS OF EQUIPMENT THAT IS STUFFED INTO THEIR CURRENT GARAGE, SO THEY'RE LOOKING FOR MORE SPACE THERE, TOO."
55,ep168,"KAREN AND GREG ARE ALSO DETERMINED TO FIND A RECENTLY BUILT HOUSE, ONE THAT'S IN MOVE-IN CONDITION AND THAT THEY CAN DECORATE TO SUIT THEIR TASTES."
56,ep168,IT'S GONNA BE QUITE A CHALLENGE TO WALK INTO A HOUSE AND JUST KIND OF TAKE A LOOK AT IT AND SEE THE POTENTIAL OF IT.
57,ep168,BECAUSE I'M USED TO WALKING INTO A HOUSE THAT'S UP-TO-DATE.
58,ep168,AND I DON'T KNOW THA WE CAN REALLY GO THROUGH A REMODEL.
59,ep168,I THINK IT'S ALL...
60,ep168,WE'RE PRETTY PARTICULAR.
61,ep168,I'M SURE A REALTOR WILL BE READY TO GET RID OF US BEFORE THIS IS ALL OVER.
62,ep168,"(laughing) (Suzanne) WHEN HOUSE HUNTERS RETURNS, KAREN AND GREG HIT THE HOUSING MARKET."
63,ep168,THIS IS PRETTY SMALL.
64,ep168,THIS IS PRETTY SMALL.
65,ep168,IT'S SMALL.
66,ep168,IT'S SMALL.
67,ep168,(Suzanne) FIND OUT WHAT'S IN STORE FOR THE COWELLS...
68,ep168,NEXT. WELCOME BACK TO HOUSE HUNTERS.
69,ep168,KAREN AND GREG COWELL HAVE OUTGROWN THEIR CURRENT HOME.
70,ep168,"WITH TWO KIDS AND AN ACTIVE LIFESTYLE, THEY JUST DON'T HAVE THE SPACE THEY NEED."
71,ep168,"THE COWELLS WANT A HOME THAT'S NEW OR NEWLY REMODELED, BECAUSE THEY DON'T WANT THE HASSLE OF A RENOVATION."
72,ep168,THEY DO WANT TO STAY IN THEIR CURRENT NEIGHBORHOOD.
73,ep168,"FOR THIS DIFFICULT SEARCH GREG AND KAREN HAVE JOINED FORCES WITH REALTOR DEBBIE KELLY, A CLOSE FAMILY FRIEND WHO IS ALSO FAMILIAR WITH THE AREA..."
74,ep168,"THE COWELLS HAVE VERY, VERY SPECIFIC..."
75,ep168,"THEY'RE LOOKING FOR SPECIFIC ITEMS, SUCH AS HOMES THAT ARE NEWER, HOMES THAT ARE VERY CLEAN, IN MINT CONDITION AND WITH THEIR TASTES."
76,ep168,AND THAT CAN BE SOMETIMES DIFFICULT.
77,ep168,BECAUSE USED HOMES...
78,ep168,SOMEBODY LIVES THERE.
79,ep168,AND THEY'VE ALREADY DECORATED IT AND DESIGNED IT ACCORDING TO THEIR SPECIFIC NEEDS.
80,ep168,"(Suzanne) DEBBIE HITS THE MARKET WITH THE COWELLS, SHOWING THEM THE KINDS OF HOMES THAT WILL FIT THEIR BUDGET AND HOPEFULLY THEIR NEEDS."
81,ep168,"OKAY, THIS MUST BE THE FAMILY ROOM."
82,ep168,AND THE KITCHEN IN THERE...
83,ep168,"UM, I DON'T KNOW..."
84,ep168,I THINK IT'S PRETTY SMALL.
85,ep168,"UM, I DON'T KNOW..."
86,ep168,I THINK IT'S PRETTY SMALL.
87,ep168,YEAH. YOU THINK?
88,ep168,DON'T YOU THINK?
89,ep168,I THINK WE WERE LOOKING FOR A BIGGER FAMILY ROOM I THINK WE WERE LOOKING FOR A BIGGER FAMILY ROOM AND A BIGGER KITCHEN.
90,ep168,AND A BIGGER KITCHEN.
91,ep168,IT'S MUCH SMALLER IT'S MUCH SMALLER THAN WHAT WE HAD PREVIOUSLY.
92,ep168,SO WE'RE NOT ACCOMPLISHING WHAT WE WANT.
93,ep168,I CAN TELL THE ROOMS ARE PRETTY SMALL.
94,ep168,I DON'T THINK THIS IS GONNA WORK.
95,ep168,I DON'T THINK THIS IS GONNA WORK.
96,ep168,OKAY. NOT REALLY AS BIG AS WE WERE LOOKING FOR.
97,ep168,IT'S NOT REALLY AS BIG AS WE WERE LOOKING FOR.
98,ep168,OKAY. HAVE ANOTHER HOUSE THAT I HAVE MADE AN APPOINTMENT AT TODAY.
99,ep168,AN APPOINTMENT AT TODAY.
100,ep168,OKAY. WE CAN GO OVER AND LOOK AT THAT.
101,ep168,AND WE CAN GO OVER AND LOOK AT THAT.
102,ep168,OKAY. NOT TOO FAR...
103,ep168,IT'S A COUPLE BLOCKS AWAY.
104,ep168,IT'S NOT TOO FAR...
105,ep168,IT'S A COUPLE BLOCKS AWAY.
106,ep168,"OKAY, GREAT."
107,ep168,"OKAY, GREAT."
108,ep168,AND WE'LL SEE...
109,ep168,SORRY ABOUT THAT...
110,ep168,SORRY ABOUT THAT...
111,ep168,THAT'S OKAY.
112,ep168,THAT'S OKAY.
113,ep168,I THINK THE THE ROOMS ARE WAY TOO SMALL.
114,ep168,"NO, LISTEN, IT'S NOT A PROBLEM..."
115,ep168,WE HAVE TO GO AND SEE WHAT'S GONNA WORK FOR YOU.
116,ep168,ALL RIGHT.
117,ep168,ALL RIGHT.
118,ep168,"ALL RIGHT, GREAT."
119,ep168,"ALL RIGHT, GREAT."
120,ep168,"OKAY, THIS, YOU GUYS..."
121,ep168,HAS A THREE CAR GARAGE...
122,ep168,"YEAH, I LIKE THE THREE CAR GARAGE."
123,ep168,"YEAH, I LIKE THE THREE CAR GARAGE."
124,ep168,"RIGHT, FOR THE BOAT, I WAS THINKING."
125,ep168,"RIGHT, FOR THE BOAT, I WAS THINKING."
126,ep168,"IT'S GOT SOME GOOD CURB APPEAL, TOO."
127,ep168,THE VEGETATION...
128,ep168,IT'S A NICE LOOKING HOUSE ON THE OUTSIDE.
129,ep168,"AND IT'S GOT THE SQUARE FOOTAGE YOU WERE LOOKING FOR, AND THE BEDROOMS."
130,ep168,AND THE BEDROOMS.
131,ep168,YEAH... MANY BEDROOMS?
132,ep168,YEAH... MANY BEDROOMS?
133,ep168,THERE'S FOUR BEDROOMS ON THIS ONE.
134,ep168,THERE'S FOUR BEDROOMS ON THIS ONE.
135,ep168,THAT'S OKAY.
136,ep168,THAT'S OKAY.
137,ep168,"OKAY, YOU GUYS."
138,ep168,"OKAY, YOU GUYS."
139,ep168,OKAY. IT'S BLUE.
140,ep168,"OH, IT'S BLUE."
141,ep168,"WOW... HEH, HEH."
142,ep168,"WOW... HEH, HEH."
143,ep168,ALL BLUE.
144,ep168,ALL BLUE.
145,ep168,A LOT OF BLUE.
146,ep168,A LOT OF BLUE.
147,ep168,"WELL, LET'S LOOK UPSTAIRS."
148,ep168,"ALL RIGHT, WE'LL GO CHECK OUT THE MASTER BEDROOM."
149,ep168,"ALL RIGHT, WE'LL GO CHECK OUT THE MASTER BEDROOM."
150,ep168,OKAY. SEE HOW THAT WORKS.
151,ep168,(Suzanne) THE BLUE CARPET IS THE COWELLS' FIRST INDICATION THAT RENOVATIONS WOULD BE NECESSARY TO MOLD THIS HOUSE TO THEIR TASTES.
152,ep168,(Greg) IT'S STILL BLUE.
153,ep168,(Suzanne) AT THE TOP OF THE STAIRS THEY DISCOVER A GOOD-SIZED FAMILY ROOM CONNECTED TO ALL THE BEDROOMS.
154,ep168,I THINK THIS IS THE MASTER BEDROOM.
155,ep168,KINDA SMALL.
156,ep168,KINDA SMALL.
157,ep168,"WELL, YOU KNOW WHAT?"
158,ep168,"WELL, YOU KNOW WHAT?"
159,ep168,THEY SURE COULD'A TAKEN SOME OF THIS MASTER BEDROOM...
160,ep168,AND SWITCHED IT OUT HERE TO...
161,ep168,AND SWITCHED IT OUT HERE TO...
162,ep168,YEAH. LITTLE BIT BIGGER...
163,ep168,A LITTLE BIT BIGGER...
164,ep168,AND THE BLUE CARPET AGAIN...
165,ep168,AND THE BLUE CARPET AGAIN...
166,ep168,AND THIS MUST BE THE MASTER BATH.
167,ep168,AND THIS MUST BE THE MASTER BATH.
168,ep168,"MM-HMM. UM, IT'S OKAY, BUT, YOU KNOW, WE'D HAVE TO RIP OUT THIS LINOLEUM."
169,ep168,"BUT, YOU KNOW, WE'D HAVE TO RIP OUT THIS LINOLEUM."
170,ep168,"MM-HMM. KNOW, MAYBE A RESALE HOUSE ISN'T GONNA WORK, AND WE'LL HAVE TO GO LOOK AT SOME NEW HOMES."
171,ep168,MAYBE SO.
172,ep168,MAYBE SO.
173,ep168,IT'S A POSSIBILITY.
174,ep168,IT'S A POSSIBILITY.
175,ep168,YEP. RIGHT.
176,ep168,ALL RIGHT.
177,ep168,ALL RIGHT.
178,ep168,ALL RIGHT.
179,ep168,ALL RIGHT.
180,ep168,"LET'S SEE WHAT'S OUT THERE, I GUESS."
181,ep168,"LET'S SEE WHAT'S OUT THERE, I GUESS."
182,ep168,"WELL, WE HAVE TO KEEP TRYING."
183,ep168,"WELL, WE HAVE TO KEEP TRYING."
184,ep168,ALL RIGHT.
185,ep168,(Suzanne) AS KAREN AND GREG WRAP UP THEIR SEARCH FOR THE DAY THEY BEGIN CONSIDERING DEBBIE'S SUGGESTION THAT THEY LOOK AT SOME BRAND-NEW HOUSES THAT ARE BEING BUILT IN THE AREA.
186,ep168,THE BENEFIT TO BUYING A BRAND-NEW HOUSE IS THE OPTION TO CUSTOMIZE IT TO FIT YOUR PERSONAL STYLE.
187,ep168,THE DRAWBACK IS POSSIBLY HAVING TO WAIT MONTHS FOR CONSTRUCTION TO BE COMPLETED.
188,ep168,"THE FOLLOWING WEEK, AFTER TOURING SEVERAL MORE HOUSES WITHOUT FINDING ANYTHING PROMISING, THE COWELLS DECIDE TO HEAD OUT ON THEIR OWN FOR A QUICK TOUR OF A NEW HOUSING DEVELOPMENT IN THE AREA."
189,ep168,"THE MODEL HOMES IN THIS DEVELOPMENT ARE FULLY FURNISHED, TO GIVE PROSPECTIVE BUYERS AN IDEA OF WHAT A COMPLETED HOME COULD LOOK LIKE."
190,ep168,"OH, LOOK AT THIS."
191,ep168,"OH, LOOK AT THIS."
192,ep168,CHECK THE STAIRWAY OUT...
193,ep168,I LIKE THAT.
194,ep168,CHECK THE STAIRWAY OUT...
195,ep168,I LIKE THAT.
196,ep168,"YEAH, IT DOESN'T TAKE UP THE WHOLE ROOM."
197,ep168,"YEAH, IT DOESN'T TAKE UP THE WHOLE ROOM."
198,ep168,STRAIGHT ON UP...
199,ep168,STRAIGHT ON UP...
200,ep168,THERE'S A LOT OF WINDOWS.
201,ep168,THERE'S A LOT OF WINDOWS.
202,ep168,"YEAH, IT'S BRIGHT..."
203,ep168,"YEAH, IT'S BRIGHT..."
204,ep168,REALLY NICE.
205,ep168,REALLY NICE.
206,ep168,LIGHT... ROOM IS BIG...
207,ep168,"I LIKE THE WAY THEY DID THE MIRROR, TOO."
208,ep168,"WOW, LOOK AT THIS..."
209,ep168,"WOW, LOOK AT THIS..."
210,ep168,THIS IS A KITCHEN.
211,ep168,THIS IS A KITCHEN.
212,ep168,THIS IS A KITCHEN.
213,ep168,THIS IS A KITCHEN.
214,ep168,THIS IS GREAT.
215,ep168,THIS IS GREAT.
216,ep168,IT'S GOT LOTS OF COUNTER SPACE.
217,ep168,IT'S GOT LOTS OF COUNTER SPACE.
218,ep168,"CABINETS... ISLAND, BREAKFAST BAR..."
219,ep168,"CENTER ISLAND, BREAKFAST BAR..."
220,ep168,I LIKE THE WAY IT OPENS UP I LIKE THE WAY IT OPENS UP INTO THE FAMILY ROOM FOR ENTERTAINING.
221,ep168,"YEAH, I LIKE ALL THE WINDOWS, TOO."
222,ep168,IT REALLY MAKES IT BRIGHT.
223,ep168,IT REALLY MAKES IT BRIGHT.
224,ep168,VERY NICE.
225,ep168,VERY NICE.
226,ep168,(clomp clomp) (Katie) THESE ARE BIG STAIRS.
227,ep168,THIS IS MY ROOM.
228,ep168,THIS IS MY ROOM.
229,ep168,THIS IS MY ROOM.
230,ep168,THIS IS MY ROOM.
231,ep168,"(Suzanne) WHILE KATIE AND RYAN BATTLE IT OUT OVER A BEDROOM, KAREN AND GREG FIND A ROOM WITH MANY POSSIBILITIES."
232,ep168,"OH, LOOK AT THIS."
233,ep168,"OH, LOOK AT THIS."
234,ep168,THIS IS NICE.
235,ep168,THIS IS NICE.
236,ep168,THIS IS A NEAT ROOM.
237,ep168,THIS IS A NEAT ROOM.
238,ep168,THIS MUST BE THE OPTIONAL FOURTH BEDROOM.
239,ep168,THIS MUST BE THE OPTIONAL FOURTH BEDROOM.
240,ep168,YOU CAN MAKE IT INTO A LOFT.
241,ep168,THIS WOULD BE A GREAT GAME ROOM FOR THE KIDS...
242,ep168,THIS WOULD BE A GREAT GAME ROOM FOR THE KIDS...
243,ep168,YEAH. FOR US.
244,ep168,HM. THIS IS THE OTHER KIDS' ROOM...
245,ep168,THIS IS NICE.
246,ep168,"OH, THIS IS THE OTHER KIDS' ROOM..."
247,ep168,THIS IS NICE.
248,ep168,THAT'LL WORK.
249,ep168,THAT'LL WORK.
250,ep168,IT'S A LITTLE BIGGER ROOM...
251,ep168,THAT'LL WORK FOR RYAN.
252,ep168,IT'S A LITTLE BIGGER ROOM...
253,ep168,THAT'LL WORK FOR RYAN.
254,ep168,YEAH. GOT A NICE VIEW OFF THE BACK.
255,ep168,IT'S GOT A NICE VIEW OFF THE BACK.
256,ep168,RIGHT. IT IS...
257,ep168,"IT'S BIGGER THAN WHAT HE HAS NOW, SO THAT'LL BE GOOD."
258,ep168,ALL RIGHT...
259,ep168,LET'S CHECK OUT THE MASTER.
260,ep168,ALL RIGHT...
261,ep168,LET'S CHECK OUT THE MASTER.
262,ep168,YOU GOT IT.
263,ep168,YOU GOT IT.
264,ep168,"OOOH, THE MASTER."
265,ep168,"OOOH, THE MASTER."
266,ep168,"H-H-HEY, THIS IS NICE."
267,ep168,"H-H-HEY, THIS IS NICE."
268,ep168,THIS IS VERY NICE.
269,ep168,THIS IS VERY NICE.
270,ep168,YOU BET.
271,ep168,YOU BET.
272,ep168,(Suzanne) AT LAST THE COWELLS' BATTLE CRY FOR SPACE HAS BEEN HEARD.
273,ep168,THE MASTER BEDROOM IS BRIGHT AND ROOMY AND EVEN HAS A BALCONY WITH A VIEW.
274,ep168,VICTORY IS EVEN SWEETER IN THE MASTER BATH.
275,ep168,"OH, LOOK AT THE MASTER BATHROOM."
276,ep168,"OH, LOOK AT THE MASTER BATHROOM."
277,ep168,IT'S HUGE.
278,ep168,IT'S HUGE.
279,ep168,"OH, THIS IS GREAT!"
280,ep168,"OH, THIS IS GREAT!"
281,ep168,"YOU LOVE IT, HUH?"
282,ep168,"YOU LOVE IT, HUH?"
283,ep168,YEAH. DON'T KNOW...
284,ep168,"IT'S LOOKIN' GOOD, HUH?"
285,ep168,LOOKIN' REAL GOOD.
286,ep168,LOOKIN' REAL GOOD.
287,ep168,I THINK SO.
288,ep168,I THINK SO.
289,ep168,"WELL, THAT SURE WAS NEAT."
290,ep168,I LIKE THAT A LOT.
291,ep168,I LIKE THAT A LOT.
292,ep168,DID YA?
293,ep168,DID YA?
294,ep168,"(Suzanne) EXCITED ABOUT THE POTENTIAL THIS MODEL HOME HAS, THE COWELLS DECIDE TO DO A LITTLE MORE RESEARCH INTO THE POSSIBILITY OF BUYING A BRAND-NEW HOUSE."
295,ep168,THE FAMILY HAS FINALLY FOUND A HOME THEY THINK WILL WORK FOR THEM.
296,ep168,"BUT WHEN IT COMES TIME TO COMMIT, WILL THE COWELLS GET COLD FEET?"
297,ep168,STAY TUNED.
298,ep168,♪♪ WELCOME BACK TO HOUSE HUNTERS.
299,ep168,I'M SUZANNE WHANG.
300,ep168,KAREN AND GREG COWELL BEGAN LOOKING AT HOMES SEVERAL WEEKS AGO WITHOUT MUCH LUCK.
301,ep168,"SO ON THE ADVICE OF THEIR REALTOR DEBBIE KELLY, THE COWELLS STARTED INVESTIGATING A NEW HOUSING DEVELOPMENT NEAR THEIR CURRENT HOME."
302,ep168,"ALTHOUGH THE FAMILY WOULD LIKE A HOUSE THEY COULD MOVE RIGHT INTO, KAREN AND GREG HAVE FALLEN IN LOVE WITH ONE OF THE MODEL HOMES IN THE DEVELOPMENT."
303,ep168,"AFTER CAREFUL CONSIDERATION, THE COWELLS FOUND A HOUSE IN THE DEVELOPMENT THAT WAS JUST LIKE THE MODEL THEY LOVED, AND IT WAS BEING BUILT ON A GOOD-SIZED LOT."
304,ep168,SO THEY'VE BEGUN THE PAPERWORK REQUIRED TO PURCHASE IT ONCE CONSTRUCTION IS COMPLETE.
305,ep168,"IN THE MEANTIME, THE FAMILY HAS SOLD THEIR PREVIOUS HOME AND MOVED INTO A RENTAL HOUSE, INTENDING TO MOVE AGAIN INTO THEIR NEWLY-BUILT HOME, WHEN IT IS COMPLETED IN FOUR MONTHS."
306,ep168,BUT THIS FAMILY IS ABOUT TO BE THROWN FOR A LOOP.
307,ep168,ONE OF THE REASONS THE COWELLS LIKE THE NEIGHBORHOOD WHERE THEIR NEW HOUSE IS BEING BUILT IS ITS CLOSE PROXIMITY TO A BEAUTIFUL LAKE.
308,ep168,"BUT WHILE THE FAMILY IS OUT ENJOYING A A SATURDAY ON THE WATER, THEY SPOT ANOTHER NEW HOUSING DEVELOPMENT, ONE THAT OFFERS HOMES IN THEIR PRICE RANGE WITHIN WALKING DISTANCE OF THE LAKE."
309,ep168,SEVERAL DAYS LATER REALTOR DEBBIE KELLY TAKES KAREN AND GREG TO SEE THE DEVELOPMENT THEY'VE SEEN FROM THE WATER.
310,ep168,HERE WE GO.
311,ep168,HERE WE GO.
312,ep168,OKAY. THE COWELLS WANT TO MAKE SURE THEY'VE MADE THE RIGHT CHOICE.
313,ep168,"SO EVEN THOUGH GREG AND KAREN HAVE ALREADY DECIDED ON THE OTHER HOUSE IN THE OTHER DEVELOPMENT, THEY WON'T BE SATISFIED UNTIL THEY'VE SEEN EVERYTHING THAT'S AVAILABLE."
314,ep168,(Debbie) SO HOW DO YOU LIKE THE EXTERIOR?
315,ep168,I LIKE IT...
316,ep168,I LIKE THE STONE A LOT.
317,ep168,I LIKE IT...
318,ep168,I LIKE THE STONE A LOT.
319,ep168,"YES, VERY NICE."
320,ep168,"YES, VERY NICE."
321,ep168,"I THOUGHT YOU GUYS WERE SET ON THE OTHER HOUSE, BUT THIS COULD WORK."
322,ep168,OH... SORRY.
323,ep168,"OH, LOOK AT THIS..."
324,ep168,THIS IS A TOTALLY SEPARATE DINING ROOM.
325,ep168,THAT'S KIND OF A NEAT IDEA.
326,ep168,"OH, AND YOU KNOW WHAT, IT'S EVEN YOUR COLOR."
327,ep168,I KNOW...
328,ep168,I LOVE THAT COLOR.
329,ep168,I KNOW...
330,ep168,I LOVE THAT COLOR.
331,ep168,THE SAGE GREEN IS HERE.
332,ep168,THE SAGE GREEN IS HERE.
333,ep168,"AND CHECK OUT THE CATHEDRAL CEILINGS, TOO."
334,ep168,VERY NICE...
335,ep168,I LIKE THAT.
336,ep168,VERY NICE...
337,ep168,I LIKE THAT.
338,ep168,"I DON'T KNOW, YOU GUYS."
339,ep168,"I DON'T KNOW, YOU GUYS."
340,ep168,"AND THERE'S ROOM IN HERE FOR MAYBE A BABY GRAND, WHICH IS WHAT I REALLY WANT TO DO."
341,ep168,WHICH IS WHAT I REALLY WANT TO DO.
342,ep168,"YEAH, THAT'S WHAT YOU'VE BEEN WANTIN'."
